Name,Score,Japanese name,Type,Favorites,Completed
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",6.2,美味しんぼ　究極対至高　長寿料理対決!!,Movie,0,211
Chouriki Robo Galatt,Unknown,超力ロボ ガラット,TV,0,107
Eiyuu Gaiden Mozaicka,5.97,英雄凱伝モザイカ,OVA,1,418
Nichijou: Nichijou no 0-wa,7.4,日常の０話,OVA,51,50912
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.26,"ヨスガノソラ In solitude, where we are least alone.",TV,1887,241158
Ganbare Goemon: Jigen Jou no Akumu,Unknown,がんばれゴエモン 次元城の悪夢,OVA,0,105
Koe de Oshigoto! The Animation,6.94,こえでおしごと! The ANIMATION,OVA,124,49845
Dolphin Ouji,Unknown,ドルフィン王子,TV,0,78
Kikou Heidan J-Phoenix: PF Lips Shoutai,Unknown,機甲兵団 J-PHOENIX PFリップス小隊,OVA,1,90
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.41,コードギアス 亡国のアキト 第１章「翼竜は舞い降りた」,Movie,608,105431
Majo demo Steady,4.99,魔女でもステディ,OVA,2,519
Nippon-ichi no Otoko no Tamashii,Unknown,日本一の男の魂,TV,2,165
Nippon-ichi no Otoko no Tamashii 2,Unknown,日本一の男の魂２,TV,0,118
Yume-iro Pâtissière: Mune Kyun Tropical Island!,7.15,夢色パティシエール 胸キュントロピカルアイランド!,Special,17,7180
Natsufuku no Shoujo-tachi,6.12,夏服の少女たち,Special,1,308
Ganbare! Marine Kid,Unknown,がんばれ！マリンキッド,TV,0,125
Circuit Angel: Ketsui no Starting Grid,5.47,サーキットエンジェル　決意のスターティング・グリッド,OVA,1,492
Kaitei Shounen Marine,6.17,海底少年マリン,TV,1,171
Saru Getchu: On Air 2nd,Unknown,サルゲッチュ ～オンエアー～2nd,TV,0,164
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,6.76,帰ってきたクラトス先生のプライベートレッスン,Special,4,3164
Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.08,テイルズオブシンフォニア テセアラ編 また会えたね～笑撃のジャッジメント！～,Special,7,4112
Dantalian no Shoka,7.26,ダンタリアンの書架,TV,521,62879
Mouretsu Pirates,7.17,モーレツ宇宙海賊,TV,286,26675
Princess Lover! OVA,6.72,プリンセスラバー! OVA,OVA,165,21484
Licca-chan no Nichiyoubi,5.95,リカちゃんの日曜日,OVA,0,304
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,5.76,犬木加奈子絶叫コレクション 学校がこわい!,OVA,1,520
Believe,5.72,Believe,Music,5,610
Kobe to Watashi,4.57,神戸と私,ONA,0,957
Visions of Frank: Short Films by Japan's Most Audacious Animators,5.8,Visions of Frank:Short Films by Japan's Most Audacious Animators,OVA,0,271
Star Driver: Kagayaki no Takuto,7.23,STAR DRIVER 輝きのタクト,TV,592,47604
Nekketsu Uchuujin,5.29,熱血宇宙人,ONA,1,958
Melody,5.83,メロディ,ONA,1,882
Toaru Majutsu no Index II,7.61,とある魔術の禁書目録Ⅱ,TV,4187,265217
Bohemian Rhapsody,5.79,ボヘミアン・ラプソディ,Music,1,3979
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,6.4,ハムちゃんずの宝さがし大作戦〜はむはー!すてきな海のなつやすみ〜,OVA,1,702
Akage no Anne: Green Gables e no Michi,6.72,赤毛のアン グリーンゲーブルズへの道,Movie,3,944
Nougyou Musume!,5.16,農業ムスメ！プロジェクト,Special,0,1051
Nine,6.1,ナイン,Special,3,188
Senjutsu Choukoukaku Orion,Unknown,仙術超攻殻オリオン,Special,0,83
Denkou Chou Tokkyuu Hikarian,6.32,電光超特急ヒカリアン,TV,4,236
Susume! Gachimuchi Sankyoudai,Unknown,進め！ガチムチ３兄弟,ONA,0,140
Potecco Babies,5.25,ポテッコベイビーズ,ONA,0,188
Nanchatte!,Unknown,なんちゃって!,ONA,0,77
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.02,モンハン日記 ぎりぎりアイルー村☆アイルー危機一髪☆,TV,0,323
Tono to Issho: Ippunkan Gekijou,6.23,殿といっしょ 1分間劇場,TV,1,1770
Stitch!: Piko Kara no Chousenjou,5.75,スティッチ！ピーコからの挑戦状,Special,0,514
Stitch!: Zutto Saikou no Tomodachi,6.1,スティッチ！～ずっと最高のトモダチ～,TV,4,781
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.33,ハムちゃんずと虹の国の王子さま 〜せかいでいちばんのたからもの〜,OVA,1,603
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.33,ハムちゃんずのめざせ!ハムハム金メダル 〜はしれ!はしれ!だいさくせん〜,OVA,1,673
Hidari no O'Clock!!,Unknown,左のオクロック!!,OVA,1,86
Shogi Hour,5.05,将棋アワー,ONA,0,553
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,5.87,魔法のプリンセスミンキーモモvs魔法の天使クリィーミーマミ,Movie,0,738
Yojouhan Shinwa Taikei Specials,6.31,四畳半神話大系,Special,12,13303
Supernatural The Animation,7.03,スーパーナチュラル・ザ・アニメーション,OVA,71,9266
Princess Knight☆Catue,6.68,プリンセスナイト☆カチュア,OVA,47,2904
Juliet,5.02,ジュリエット,OVA,0,376
Tales of Symphonia The Animation: Sekai Tougou-hen,7.47,テイルズ オブ シンフォニア THE ANIMATION 世界統合編,OVA,61,11895
Origami Warriors,Unknown,摺紙戰士,TV,9,112
Toaru Hikuushi e no Tsuioku,7.66,とある飛空士への追憶,Movie,193,30141
Je T'aime,6.57,Je t'aime,OVA,15,4020
True Tears: Raigomaru to Jibeta no Monogatari,6.18,雷轟丸とじべたの物語,Special,2,4564
To Heart 2 Adnext,6.77,ToHeart2 adnext,OVA,4,2033
Rei Zero,6.18,レイZERO,OVA,13,1652
Sore Ike! Anpanman: Black Nose to Mahou no Uta,Unknown,それいけ! アンパンマン ブラックノーズと魔法の歌,Movie,0,126
Netorare Fighter Yaricchingu!,6.3,寝取られファイター ヤリっちんぐ!,OVA,30,2266
Otome Juurin Yuugi: Maiden Infringement Play,6.31,乙女蹂躙遊戯～Maiden Infringement Play～,OVA,14,2023
Kuruneko 2nd Season,7,くるねこ,TV,2,470
Kuttsukiboshi,6.12,くっつきぼし,OVA,116,23419
Obake no... Holly,Unknown,おばけの…　ホーリー,TV,1,147
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.39,家庭教師ヒットマンREBORN! ミスターリボックのちゃおちゃおインタビュ,Special,69,10890
Edokko Boy: Gatten Tasuke,Unknown,江戸っ子ボーイ がってん太助,TV,0,122
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.32,劇場版イナズマイレブン 最強軍団オーガ襲来,Movie,45,17307
Lupin the Third x Monkey Majik,6.37,Lupin The Third,Music,5,1551
Mokei Senshi Gunpla Builders Beginning G,6.66,模型戦士 ガンプラ ビルダーズ ビギニングG,Special,2,3154
IS: Infinite Stratos,6.75,IS 〈インフィニット・ストラトス〉,TV,2372,388600
Majuu Sensen,6,魔獣戦線,OVA,0,204
Jack to Mame no Ki (OVA),5.97,ジャックと豆の木,OVA,0,685
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,7.48,とある科学の超電磁砲 御坂さんはいま注目の的ですから,OVA,29,44060
Ice Movie,5.58,ICE 劇場版,Movie,3,533
Tamayura,7.15,たまゆら,OVA,108,16194
Agitated Screams of Maggots,4.21,アジテイテッド・スクリームズ・オブ・マゴッツ,Music,11,4790
RPG Densetsu Hepoi,Unknown,RPG伝説ヘポイ,TV,2,104
Angel Beats! Specials,7.62,エンジェルビーツ,Special,359,146256
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.81,とある科学の超電磁砲(レールガン) 13'話『炎天下の撮影モデルも楽じゃありませんわね。』,OVA,22,25790
Hakuouki Hekketsuroku,7.62,薄桜鬼 碧血録,TV,547,49175
Oden-kun,Unknown,おでんくん,TV,1,91
Arakawa Under the Bridge x Bridge,7.75,荒川アンダー ザブリッジ×ブリッジ,TV,418,92284
Rokudenashi Blues,5.84,ろくでなしBLUES,Movie,5,426
Rokudenashi Blues 1993,6.25,ろくでなしBLUES 1993,Movie,2,204
"Mobile Suit SD Gundam Musha, Knight, Commando",5.72,機動戦士ＳＤガンダム 武者・騎士・コマンド ＳＤガンダム緊急出撃,Movie,0,610
Saiyuuki Gaiden,7.84,最遊記外伝,OVA,66,5345
Ikusa Otome Suvia Special,5.8,戦乙女スヴィア 特典映像,Special,1,1310
Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,6.44,瞳のなかの少年　十五少年漂流記,Special,1,389
Mobile Suit SD Gundam Festival,5.94,機動戦士SDガンダムまつり,Movie,0,634
Umi Monogatari: Marin no Kore Naani?,6.24,うみものがたり マリンのこれなぁに？,Special,1,729
Nogsaegjeoncha Hamos,6.23,녹색전차 해모수,TV,6,300
Pokemon Best Wishes!,6.4,ポケットモンスターベストウイッシュ,TV,160,52475
Amagami SS OVA,7.26,アマガミSS,OVA,49,36191
Chirorin Mura Monogatari,6.64,チロリン村物語,TV,1,388
Beelzebub: Hirotta Akachan wa Daimaou!?,7.3,べるぜバブ 拾った赤ちゃんは大魔王!?,Special,48,24066
Heroman Specials,6.36,ヒーローマン,Special,3,1491
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.41,おおきく振りかぶって 〜夏の大会編〜 第12.5話 目標,Special,4,5106
Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.8,絶対可憐チルドレン 限定解禁!! OVA超先取りスペシャル!!,OVA,1,1137
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.11,聖闘士星矢 THE LOST CANVAS 冥王神話 2,OVA,340,45075
Fullmetal Alchemist: The Sacred Star of Milos,7.32,劇場版 鋼の錬金術師 嘆きの丘(ミロス)の聖なる星,Movie,165,115014
Kuroshitsuji II Specials,7.48,黒執事II:シエル・イン・ワンダーランド,Special,501,76365
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,6.9,金田一少年の事件簿 殺戮のディープブルー,Movie,5,663
Kaibutsu Oujo (OVA),7.08,怪物王女,OVA,14,6654
Attack No.1 (1970),6.2,アタックNo.1 (1970),Movie,1,356
Attack No.1: Namida no Fushichou,6.03,アタックNo.1 涙の不死鳥,Movie,2,237
Attack No.1: Namida no Kaiten Receive,6.15,アタックNo.1 涙の回転レシーブ,Movie,1,246
Attack No.1: Namida no Sekai Senshuken,6.13,アタックNo.1 涙の世界選手権,Movie,0,238
Shukufuku no Campanella Specials,5.88,祝福のカンパネラ いっしょにばすたいむ,Special,3,2117
Kimi ga Nozomu Eien: Gundam Parody,5.48,君が望む永遠,Special,3,3341
Kaitei Sanman Mile,5.98,海底3万マイル,Movie,1,223
Tsuruhime Ja!,Unknown,つる姫じゃ～っ！,TV,0,190
Burning Blood,6.18,Ｂ・Ｂ BURNING BLOOD,OVA,1,181
Motto To LOVE-Ru,7.34,もっと To LOVEる -とらぶる-,TV,956,208088
Dae Jang Geum: Jang Geum's Dream 2,7.1,少女チャングムの夢,TV,15,670
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.62,エア・ギア 黒の羽と眠りの森 -Break on the Sky-,OVA,161,42587
Seikon no Qwaser: Jotei no Shouzou,6.42,聖痕のクェイサー 女帝の肖像,OVA,13,15219
K-On!!: Ura-On!!,6.51,うらおん!!,Special,78,24212
Omae Umasou da na,8.02,おまえうまそうだな,Movie,140,7524
Kaichuu!,5.85,カイチュー!,ONA,13,4303
Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,5.59,叱って淫語 三咲主任の部下教育編,OVA,6,1392
Ruri-iro Princess,Unknown,るり色プリンセス,OVA,1,82
Kowarekake no Orgel,7.34,こわれかけのオルゴール,OVA,74,20362
Seikimatsu Occult Gakuin Specials,6.55,世紀末オカルト学院,Special,1,6090
Kanzen Shouri Daiteiou,5.2,完全勝利ダイテイオー,OVA,0,367
Wan Wan Chuushingura,5.69,わんわん忠臣蔵,Movie,1,355
Yebisu Celebrities 1st,5.97,YEBISUセレブリティーズ1st,OVA,8,5875
Scoopers,5.34,スクーパーズ,OVA,0,391
Super Robot Taisen OG: The Inspector,7.25,スーパーロボット大戦OG -ジ・インスペクター-,TV,44,3595
Nine: Original-ban,6.1,ナイン オリジナル版,Movie,0,277
Nine 2: Koibito Sengen,6.14,ナイン2 恋人宣言,Special,1,265
Nine: Kanketsu-hen,6.08,ナイン 完結編,Special,0,241
Break Blade 3: Kyoujin no Ato,7.81,ブレイク ブレイド 第三章 凶刃ノ痕,Movie,33,46648
Steins;Gate,9.11,STEINS;GATE,TV,148452,1134756
Mianhada Saranghanda,6.01,미안하다 사랑한다,Movie,2,383
Denki Musou Hana,5.18,電気夢想花,OVA,0,293
Kizumonogatari I: Tekketsu-hen,8.4,傷物語〈Ⅰ鉄血篇〉,Movie,2513,242441
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,5.77,花の子ルンルン こんにちわ桜の国,Movie,0,446
Imbalance Girl,5.22,アンバランスガール,OVA,2,272
Bara no Hana to Joe,5.77,バラの花とジョー,Movie,3,465
Duel Masters Movie 3: Honoo no Kizuna XX,5.98,劇場版デュエル・マスターズ 炎のキズナXX!!,Movie,0,295
Bakuhatsu Gorou,Unknown,ばくはつ五郎,TV,0,129
Inyouchuu Shoku: Ryoushokutou Taimaroku - Kanzenban,6.11,淫妖蟲 蝕～凌触島退魔録～ 完全版,OVA,29,1745
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,7.59,映画 ハートキャッチプリキュア！花の都でファッションショー・・・ですか！？,Movie,14,4105
Hanasaku Iroha,7.95,花咲くいろは,TV,2387,126092
Moyashimon CGI Anime,6.2,もやしもん,OVA,1,825
Hello Kitty no Cinderella,6.22,ハローキティのシンデレラ,Movie,3,618
Kiki to Lala no Aoi Tori,Unknown,キキとララの青い鳥,Movie,0,133
Noel no Fushigi na Bouken,Unknown,ノエルの不思議な冒険,Movie,0,142
Happy Day,Unknown,ソウル美人記者 愛欲インサイダー,OVA,1,119
Oni Chichi 2,6.71,鬼父2,OVA,80,16396
Kansen 3: Shuto Houkai,6.43,姦染3,OVA,12,2668
Ryoujoku Famiresu Choukyou Menu,6.49,凌辱ファミレス調教メニュー,OVA,35,3190
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,7.04,家庭教師のおねえさん2 THE ANIMATION～Hの偏差値あげちゃいます～,OVA,42,5162
Mofukuzuma,6.23,喪服妻,OVA,14,2640
Fractale,6.96,フラクタル,TV,204,38892
Toushindai My Lover: Minami tai Mecha-Minami,5.31,等身大マイラバー～ミナミ対メカミナミ～,OVA,0,170
Doll Saaya,4.82,ドール 沙綾,OVA,0,351
Samero,4.59,覚めろ,Movie,1,561
HHH Triple Ecchi,7.29,HHH トリプルエッチ,OVA,343,16510
Elf 17,5.57,エルフ・17,OVA,1,827
Shinseiki Cream Lemon,5.58,新世紀くりいむレモン,OVA,3,465
Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,5.88,指先案内人 汁だく接待 おかわり三杯目,OVA,9,1361
Seme♥Chichi,6,せめ♥ちち,OVA,5,1406
Shoujo Senki Soul Eater,6.41,少女戦機 ソウルイーター,OVA,37,4544
Dragon Crisis!,6.7,ドラゴンクライシス!,TV,320,104501
Yumekui Merry,6.95,夢喰いメリー,TV,300,73087
.hack//Quantum,7.18,.hack//Quantum,OVA,79,25460
Koi☆Sento,6.4,コイ☆セント,OVA,3,4697
Mecha☆Afro-kun,Unknown,メカ☆アフロくん,OVA,0,59
Megane na Kanojo,6.68,眼鏡なカノジョ,OVA,9,8139
Mayo Elle Otoko no Ko,5.18,迷elleオトコノ娘,OVA,0,271
Ore no Sora Keiji-hen,Unknown,俺の空 刑事篇,OVA,0,87
Kuma no Gakkou: Jackie to Katie,Unknown,くまのがっこう ～ジャッキーとケイティ～,Movie,0,62
Cheburashka,7.04,チェブラーシカ,Movie,5,639
Try Z,5.13,トライゼット,OVA,0,260
Twinkle Nora Rock Me!,3.1,トゥインクル NORA(ノーラ) ロック・ミー!,OVA,8,1676
Bousou Sengokushi,Unknown,暴走戦國史,OVA,2,95
Torajima no Miime,6.08,トラジマのミーめ,Special,0,362
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,Unknown,学校のｺﾜｲうわさ 新・花子さんがきた!!,TV,3,110
Battle Spirits: Brave,7.08,バトルスピリッツ ブレイヴ,TV,11,1410
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,6.91,FORTUNE ARTERIAL 赤い約束 たどり着いた場所,OVA,29,18994
Chibi Maruko-chan: Watashi no Suki na Uta,7.14,ちびまる子ちゃん わたしの好きな歌,Movie,13,630
Shizukanaru Don: Yakuza Side Story,Unknown,静かなるドン Yakuza Side Story,OVA,3,77
Geunyeoneun Yeppeotda,Unknown,그녀는 예뻣다,Movie,0,56
Tenshi no Habataki Jun,5.05,天使のはばたきJUN,OVA,0,198
D.C. I&II P.S.P. Re-Animated,6.69,D.C.I&II P.S.P. RE-ANIMATED,OVA,0,3025
Sekirei: Pure Engagement Episode 0,7.23,セキレイ～Pure Engagement～第零羽,Special,51,34364
Cool Cool Bye,5.04,クール・クール・バイ,OVA,1,604
Molly Star-Racer,5.66,MOLLY STAR-RACER,Music,3,1226
Hyakka Ryouran: Samurai Girls Specials,6.64,百花繚乱 ～乙女 嬉し恥ずかし将士の契り～,Special,9,14953
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,5.77,ウエルベールの物語 Sisters of Wellber　哀しみの戦士ガラハドの挽歌,OVA,1,340
Kaichou wa Maid-sama!: Omake dayo!,7.49,会長はメイド様！おまけだよ！,Special,214,80843
Freezing,6.91,フリージング,TV,1200,197607
Karl to Fushigi na Tou,Unknown,カルルとふしぎな塔,TV,1,55
Netorare: Tanabe Yuuka no Dokuhaku,5.58,ネトラレ ～田辺優香の独白～,OVA,16,1790
Yamato Takeru: After War,6.41,ヤマトタケル ～After War～,OVA,0,176
Denpa Onna to Seishun Otoko,7.18,電波女と青春男,TV,1036,137119
Chie-chan Funsenki: Jarinko Chie,Unknown,チエちゃん奮戦記 じゃりン子チエ,TV,1,94
Rokushin Gattai GodMars (1982),5.96,六神合体ゴッドマーズ (1982),Movie,1,268
Ginga Hyouryuu Vifam Recaps,Unknown,Unknown,OVA,0,113
Ginga Hyouryuu Vifam: Kieta 12-nin,6.25,銀河漂流バイファム 消えた12人,OVA,0,215
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,6.35,銀河漂流バイファム ケイトの記憶 涙の奪回作戦!!,OVA,0,230
Ginga Hyouryuu Vifam 13,Unknown,銀河漂流バイファム13,TV,1,127
Shounen Jack to Mahoutsukai,5.42,少年ジャックと魔法使い,Movie,1,256
T.P. Sakura: Time Paladin Sakura,5.94,T.P.さくら〜タイムパラディンさくら〜時空防衛戦,OVA,4,1894
Miyanishi Tatsuya Gekijou: Omae Umasou da na,6.36,宮西達也劇場 おまえうまそうだな,TV,2,568
Mitsudomoe: Oppai Ippai Mama Genki,7.57,みつどもえ OPPAI IPPAI ママ元気,Special,14,12575
Shin Mashin Eiyuuden Wataru Majinzan,6.19,真魔神英雄伝ワタル 魔神山編,OVA,0,174
Shiawase no Katachi,Unknown,しあわせのかたち,OVA,0,59
D-1 Devastator,5.65,D-1 デバステイター,OVA,1,211
Renshenguo,Unknown,人參果,Movie,1,133
The Monkey King Conquers the Demon,Unknown,金猴降妖,Movie,0,105
SMAnime,6.47,スマアニメ,OVA,0,233
Koko ni Iru,5.98,ここにいる,ONA,0,418
Seupideuwang Beongae,6.11,스피드왕 번개,TV,3,255
Pururun! Shizuku-chan,Unknown,ぷるるんっ！しずくちゃん,TV,1,76
A-jang.com,5.74,아장닷컴,TV,3,182
Fighting of Ecstasy,5.78,ファイティング オブ エクスタシー,OVA,9,1823
Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,6.94,姉汁2 THE ANIMATION~白川三姉妹におまかせ~,OVA,77,7100
Rainbow Sentai Robin,Unknown,レインボー戦隊ロビン,TV,0,146
Yume-iro Pâtissière SP Professional,7.6,夢色パティシエールSP（スペシャル）プロフェッショナル,TV,171,27618
Bust to Bust: Chichi wa Chichi ni,6.72,Bust to Bust－ちちはちちに－,OVA,31,5435
Gunparade Orchestra OVA,5.84,ガンパレード・オーケストラ,OVA,0,235
Sore Ike! Anpanman: Niji no Pyramid,Unknown,それいけ！アンパンマン 虹のピラミッド,Movie,0,117
Byulbyul Iyagi 2,Unknown,별별이야기 2:여섯 빛깔 무지개,Movie,0,87
Sore Ike! Anpanman: Ningyohime no Namida,Unknown,それいけ！アンパンマン 人魚姫のなみだ,Movie,0,111
Ninpen Manmaru,Unknown,忍ペンまん丸,TV,2,86
